,Address,Price,Beds,Baths,Area_Sqft,City,Zipcode,Time_on_Redfin(days),Property Type,Year_built,Community,Lot_Size_Sqft,Est_Monthly_Payt,Est_Redfin_Price,Price/Sq.Ft.,Buyer_Agent_Commission,HOA_Dues,Style
1564,"143 Lowell Ave,PALO ALTO, CA 94301",5450000,3,2.5,2041,Palo Alto,94301,164,Single Family Home,1931,PALO ALTO,10000,39586,1469274,2670,2,0,Unknown
1565,"817 & 819 Kipling St,PALO ALTO, CA 94301",2380000,2,2,985,Palo Alto,94301,257,Duplex,1908,PALO ALTO,2829,17287,2264072,2416,2,0,Unknown
1566,"635 Los Trancos Rd,Portola Valley, CA 94028",4250000,4,2.5,2768,Palo Alto,94028,359,Single Family Residential,1956,PORTOLA HILANDS,161172,30870,4050905,1535,2,0,"Ranch, Mid Century Modern, Rustic"
1567,"363 King St,REDWOOD CITY, CA 94062",2998000,4,3.5,2635,Redwood City,94062,0,Single Family Home,1927,REDWOOD CITY,7000,21776,2997593,1138,2,0,Unknown
1568,"1430 Gordon St Unit D,REDWOOD CITY, CA 94061",1298000,3,2.5,1585,Redwood City,94061,1,Townhouse,1974,REDWOOD CITY,1466,9928,1300204,819,2,500,Unknown
1569,"127 Camellia Ave,REDWOOD CITY, CA 94061",2688000,4,3,1817,Redwood City,94061,1,Single Family Home,1950,REDWOOD CITY,6003,19524,2696969,1479,2,0,Eichler
1570,"40 King St,REDWOOD CITY, CA 94062",1995000,3,2,1850,Redwood City,94062,1,Single Family Home,1956,REDWOOD CITY,8450,14491,1469274,1078,2,0,Unknown
1571,"210 Alameda De Las Pulgas,REDWOOD CITY, CA 94062",1899888,3,2,1780,Redwood City,94062,1,Single Family Home,1939,REDWOOD CITY,6496,13800,1893295,1067,2,0,Unknown
1572,"625-627 Glenloch Way,REDWOOD CITY, CA 94062",2498000,2,2,1913,Redwood City,94062,1,Single Family Home,1931,REDWOOD CITY,21780,18144,2506937,1306,2,0,Unknown
1573,"538 Willow St,REDWOOD CITY, CA 94063",1050000,2,1,1010,Redwood City,94063,2,Single Family Home,1950,REDWOOD CITY,5300,7627,1054013,1040,2,0,Unknown
1574,"1650 James Ave,REDWOOD CITY, CA 94062",2400000,3,3.5,2647,Redwood City,94062,2,Single Family Home,1955,REDWOOD CITY,6250,17432,2398127,907,2,0,Ranch
1575,"12 Athlone Way,Menlo Park, CA 94025",1580000,2,1,870,Redwood City,94025,2,Single Family Residential,1950,Menlo Park,5900,11476,1580175,1816,2,0,Ranch
1576,"2180 Alameda De Las Pulgas,REDWOOD CITY, CA 94061",2498000,4,2.5,2440,Redwood City,94061,2,Single Family Home,1947,REDWOOD CITY,16117,18144,2512597,1024,2,0,Unknown
1577,"831 Chesterton Ave,REDWOOD CITY, CA 94061",1598000,2,2,1390,Redwood City,94061,2,Single Family Home,1964,REDWOOD CITY,5576,11607,1621690,1150,2,0,Ranch
1578,"5 Morse Ln,WOODSIDE, CA 94062",2395000,3,2.5,2630,Redwood City,94062,2,Single Family Home,1972,WOODSIDE,75358,17396,2394033,911,2,0,Unknown
1579,"572 Emerald Ave,SAN CARLOS, CA 94070",2099000,3,2,1700,Redwood City,94070,3,Single Family Home,1947,SAN CARLOS,5500,15246,1469274,1235,2,0,Unknown
1580,"3015 E Bayshore Rd #333,REDWOOD CITY, CA 94063",465000,3,2,1040,Redwood City,94063,3,Other Mobile Home (See Remarks),2019,REDWOOD CITY,29160,3377,463208,447,2,0,Unknown
1581,"506 Oak Ave,Redwood City, CA 94061",1298000,3,1.5,1130,Redwood City,94061,3,Single Family Residential,1925,Redwood City,3250,9428,1300223,1149,2,0,Ranch
1582,"2824 Marlborough Ave #2,REDWOOD CITY, CA 94063",589000,2,1,650,Redwood City,94063,4,Condo,1980,REDWOOD CITY,29160,4528,592189,906,2,250,Unknown
1583,"1857 Kentucky St,REDWOOD CITY, CA 94061",2198000,3,3,2010,Redwood City,94061,4,Single Family Home,1950,REDWOOD CITY,8500,15965,2203142,1094,2,0,Bungalow
1584,"135 Shorebird Cir,REDWOOD CITY, CA 94065",999000,2,2,1026,Redwood City,94065,6,Condo,1986,REDWOOD CITY,29160,7889,1469274,974,2,633,Unknown
1585,"134 Broadway St,REDWOOD CITY, CA 94063",1398000,3,2,1730,Redwood City,94063,8,Duplex,1952,REDWOOD CITY,6000,10154,1450159,808,2,0,Ranch
1586,"416 Poplar Ave,REDWOOD CITY, CA 94061",1840000,5,3,2733,Redwood City,94061,8,Triplex,1958,REDWOOD CITY,5760,13365,1828059,673,2,0,Unknown
1587,"200 Star Hill Rd,WOODSIDE, CA 94062",1725000,4,2,2040,Redwood City,94062,9,Single Family Home,1948,WOODSIDE,23958,12529,1727625,846,2,0,Cabin
1588,"1610 Arguello St,REDWOOD CITY, CA 94063",1775000,4,3,1810,Redwood City,94063,9,Single Family Home,1941,REDWOOD CITY,5000,12893,1768718,981,2,0,Unknown
1589,"802 Corriente Point Dr,Redwood Shores, CA 94065",3096900,4,3,2890,Redwood City,94065,9,Single Family Home,1996,Redwood Shores,5445,22844,3116058,1072,2,350,Mediterranean
1590,"1131 Foothill St,REDWOOD CITY, CA 94061",1880000,4,2,1460,Redwood City,94061,9,Single Family Home,1953,REDWOOD CITY,7100,13655,1948859,1288,2,0,Unknown
1591,"1603 James Ave,REDWOOD CITY, CA 94062",3295000,4,3,2704,Redwood City,94062,10,Single Family Home,1940,REDWOOD CITY,9950,23933,1469274,1219,2,0,Modern/High Tech
1592,"88 Claremont Ave #2,REDWOOD CITY, CA 94062",798000,2,2,1060,Redwood City,94062,10,Condo,1971,REDWOOD CITY,29160,6426,808449,753,2,630,Unknown
1593,"3451 Bay Rd,REDWOOD CITY, CA 94063",1309000,3,2.5,1368,Redwood City,94063,10,Single Family Home,1948,REDWOOD CITY,7000,9508,1326288,957,2,0,Unknown
1594,"101 Oak Ave,REDWOOD CITY, CA 94061",5380000,26,16,15410,Redwood City,94061,10,5+ Units,1962,REDWOOD CITY,9450,39077,1469274,349,2,0,Unknown
1595,"520 Manzanita St,REDWOOD CITY, CA 94063",1199000,3,2,1230,Redwood City,94063,12,Single Family Home,1912,REDWOOD CITY,4850,8709,1199179,975,2,0,Unknown
1596,"1036 Haven Ave,REDWOOD CITY, CA 94063",1500000,7,4,2650,Redwood City,94063,12,Duplex,1938,REDWOOD CITY,10000,10895,1531262,566,2,0,Unknown
1597,"2025 El Prado Ave,REDWOOD CITY, CA 94061",4895000,5,5.5,3432,Redwood City,94061,13,Single Family Home,2021,REDWOOD CITY,10890,35555,4890782,1426,2,0,Unknown
1598,"1533 Fernside St,REDWOOD CITY, CA 94061",1798000,3,2,1720,Redwood City,94061,13,Single Family Home,1954,REDWOOD CITY,6489,13060,1917874,1045,2,0,Ranch
1599,"27 Big Tree Way,WOODSIDE, CA 94062",3000000,3,2,1460,Redwood City,94062,13,Single Family Home,1932,WOODSIDE,91911,21790,2968314,2055,2,0,Unknown
1600,"473 Rutherford Ave,REDWOOD CITY, CA 94061",4250000,4,4.5,3451,Redwood City,94061,14,Single Family Home,2023,REDWOOD CITY,7350,30870,4208172,1232,2,0,"Farm House, Modern/High Tech"
1601,"142 Bonita Ave,REDWOOD CITY, CA 94061",1388000,2,1,1010,Redwood City,94061,16,Single Family Home,1952,REDWOOD CITY,5500,10082,1469274,1374,2,0,Bungalow
1602,"135 San Carlos Ave,REDWOOD CITY, CA 94061",998000,2,1,770,Redwood City,94061,16,Single Family Home,1948,REDWOOD CITY,2550,7249,1065022,1296,2,0,Bungalow
1603,"628 Lakeview Way,REDWOOD CITY, CA 94062",2195000,4,3.5,2880,Redwood City,94062,17,Single Family Home,1990,REDWOOD CITY,6478,15943,1469274,762,2,0,Unknown
1604,"127 Finger Ave,REDWOOD CITY, CA 94062",4465000,4,4,3499,Redwood City,94062,17,Single Family Home,2023,REDWOOD CITY,9055,32431,4435384,1276,2,0,Farm House
1605,"906 Adams St,REDWOOD CITY, CA 94062",1598000,3,3.5,2045,Redwood City,94062,17,Townhouse,2023,REDWOOD CITY,29160,12007,1591098,781,2,400,Unknown
1606,"5 Alverno Ct,REDWOOD CITY, CA 94061",2990000,3,3.5,2800,Redwood City,94061,17,Townhouse,1983,REDWOOD CITY,4910,22668,3031858,1068,2,950,Contemporary
1607,"167 Bonita Ave,REDWOOD CITY, CA 94061",1998000,3,2,2289,Redwood City,94061,20,Single Family Home,1951,REDWOOD CITY,7500,14512,1995489,873,2,0,Unknown
1608,"1465 Bonnie Ct,REDWOOD CITY, CA 94061",1995000,3,2,1459,Redwood City,94061,22,Single Family Home,1957,REDWOOD CITY,6000,14491,1999960,1367,2,0,Ranch
1609,"1115 Ruby St,REDWOOD CITY, CA 94061",1750000,4,2,2510,Redwood City,94061,22,Duplex,1958,REDWOOD CITY,6250,12711,1469274,697,2,0,Traditional
1610,"1835 Cordilleras Rd,REDWOOD CITY, CA 94062",1998000,3,2,2050,Redwood City,94062,22,Single Family Home,1948,REDWOOD CITY,22215,14512,2021037,975,2,0,Ranch
1611,"2790 Marlborough Ave,REDWOOD CITY, CA 94063",1850000,6,4,3478,Redwood City,94063,22,Fourplex,1962,REDWOOD CITY,5250,13437,1842254,532,3,0,Unknown
1612,"2211 Brewster Ave,REDWOOD CITY, CA 94062",2495000,3,2.5,1850,Redwood City,94062,23,Single Family Home,1936,REDWOOD CITY,6500,18122,2494883,1349,2,0,Tudor
1613,"17 S Palomar Dr,REDWOOD CITY, CA 94062",3850000,5,3.5,3401,Redwood City,94062,23,Single Family Home,1982,REDWOOD CITY,12632,27964,3833375,1132,2,0,Unknown
1614,"1065 10th Ave,REDWOOD CITY, CA 94063",1250000,2,2,1305,Redwood City,94063,23,Single Family Home,1937,REDWOOD CITY,6500,9079,1276295,958,2,0,Unknown
1615,"553 3rd Ave,REDWOOD CITY, CA 94063",1200000,5,3,1300,Redwood City,94063,25,Single Family Home,1930,REDWOOD CITY,7000,8716,1196524,923,2,0,Unknown
1616,"940 Edgecliff Way,REDWOOD CITY, CA 94061",2248000,4,2.5,2030,Redwood City,94061,26,Single Family Home,1960,REDWOOD CITY,8050,16328,2222062,1107,2,0,Ranch
1617,"481 W Maple Way,WOODSIDE, CA 94062",7200000,4,5,5388,Redwood City,94062,27,Single Family Home,2016,WOODSIDE,29160,52297,7174644,1336,2,0,Unknown
1618,"22 Starwood Dr,WOODSIDE, CA 94062",6998000,5,4.5,7300,Redwood City,94062,27,Single Family Home,1984,WOODSIDE,217800,50830,6893457,959,2,0,"Cape Cod, Contemporary, Custom, Luxury"
1619,"247 W Oakwood Blvd,REDWOOD CITY, CA 94061",2500000,3,2,2920,Redwood City,94061,29,Single Family Home,1950,REDWOOD CITY,9434,18159,2497237,856,2,0,Unknown
1620,"153 Somerset St,REDWOOD CITY, CA 94062",3348000,4,3.5,2271,Redwood City,94062,30,Single Family Home,1953,REDWOOD CITY,5625,24318,3226971,1474,2,0,Unknown
1621,"107 Wika Ranch Ct,REDWOOD CITY, CA 94062",4980000,4,4.5,4041,Redwood City,94062,30,Single Family Home,2023,REDWOOD CITY,21344,36479,4925298,1232,2,307,Unknown
1622,"263 Ferndale Way,REDWOOD CITY, CA 94062",1599000,3,1,1489,Redwood City,94062,30,Single Family Home,1925,REDWOOD CITY,34412,11614,1592289,1074,2,0,Unknown
1623,"421 Lanyard Dr,Redwood Shores, CA 94065",2050000,3,2,1470,Redwood City,94065,30,Single Family Home,1971,Redwood Shores,6500,14890,2029471,1395,2,0,Bungalow
1624,"50 Horgan Ave #51,REDWOOD CITY, CA 94061",1349000,3,2,1550,Redwood City,94061,31,Condo,1979,REDWOOD CITY,1684,10498,1329028,870,2,700,Unknown
1625,"644 Buckeye St,REDWOOD CITY, CA 94063",729000,1,1,570,Redwood City,94063,35,Single Family Home,1954,REDWOOD CITY,2425,5295,814333,1279,2,0,Unknown
1626,"776 Bain Pl,REDWOOD CITY, CA 94062",2650000,4,2,2120,Redwood City,94062,36,Single Family Home,1978,REDWOOD CITY,10800,19248,2715732,1250,3,0,Unknown
1627,"368 Ridge Rd,WOODSIDE, CA 94062",2249000,4,2,2500,Redwood City,94062,37,Single Family Home,1980,WOODSIDE,38332,16335,2226602,900,2,0,Unknown
1628,"143 Laurel St,REDWOOD CITY, CA 94063",849000,2,1,835,Redwood City,94063,40,Single Family Home,1940,REDWOOD CITY,4500,6167,1469274,1017,2,0,Unknown
1629,"541 Madison Ave,REDWOOD CITY, CA 94061",1750000,6,4,2500,Redwood City,94061,40,Triplex,1963,REDWOOD CITY,5200,12711,1731196,700,2,0,Unknown
1630,"939 Corriente Point Dr,Redwood Shores, CA 94065",3488000,4,3,2690,Redwood City,94065,42,Single Family Home,1992,Redwood Shores,5351,25685,3353488,1297,2,350,Unknown
1631,"5 Quail Ct,WOODSIDE, CA 94062",2400000,3,3,2550,Redwood City,94062,44,Single Family Home,1975,WOODSIDE,113256,17432,2528267,941,2,0,"Contemporary, Craftsman, Custom"
1632,"517 Oak Park Way,REDWOOD CITY, CA 94062",4150000,4,3.5,3419,Redwood City,94062,44,Single Family Home,1987,REDWOOD CITY,10500,30143,4055093,1214,2,0,Prairie
1633,"509 Shoal Cir,Redwood Shores, CA 94065",998000,1,2,1323,Redwood City,94065,44,Condo,1992,Redwood Shores,256132,7738,981212,754,2,489,Traditional
1634,"428 Myrtle St,REDWOOD CITY, CA 94062",2798000,4,3,2808,Redwood City,94062,45,Single Family Home,1928,REDWOOD CITY,7551,20323,2923030,996,2,0,Unknown
1635,"217 Dumbarton Ave,REDWOOD CITY, CA 94063",999888,4,2,1320,Redwood City,94063,45,Duplex,1958,REDWOOD CITY,2552,7263,993080,757,2,0,Unknown
1636,"731 Valota Rd,REDWOOD CITY, CA 94061",1895000,5,3,2554,Redwood City,94061,45,Single Family Home,1960,REDWOOD CITY,5998,13764,1835908,742,2,0,Spanish
1637,"1587 Valota Rd,REDWOOD CITY, CA 94061",1995000,5,3,4377,Redwood City,94061,45,Single Family Home,1927,REDWOOD CITY,8214,14491,1938687,456,2,0,Unknown
1638,"2937 Calvin Ave,REDWOOD CITY, CA 94063",1499000,6,4,3866,Redwood City,94063,50,Fourplex,1962,REDWOOD CITY,5000,10888,1469646,388,2,0,Unknown
1639,"13370 Skyline Blvd,WOODSIDE, CA 94062",3250000,3,4,4671,Redwood City,94062,51,Single Family Home,2009,WOODSIDE,39639,23606,3218755,696,2,0,Craftsman
1640,"335 Samson St,REDWOOD CITY, CA 94063",1699000,3,2,1140,Redwood City,94063,51,Single Family Home,1937,REDWOOD CITY,5000,12341,1657857,1490,2,0,Craftsman
1641,"601 Leahy St #102,REDWOOD CITY, CA 94061",900000,3,2,1555,Redwood City,94061,51,Condo,1975,REDWOOD CITY,29160,7212,888316,579,2,675,Unknown
1642,"4004 Farm Hill Blvd #302,REDWOOD CITY, CA 94061",699000,2,1,916,Redwood City,94061,54,Condo,1973,REDWOOD CITY,29160,5723,687133,763,2,646,Unknown
1643,"1141 Whipple Ave,REDWOOD CITY, CA 94062",5000000,12,21,17113,Redwood City,94062,58,5+ Units,1932,REDWOOD CITY,8190,36317,1469274,292,2,0,Art Deco
1644,"25 Admiralty Pl,Redwood Shores, CA 94065",1898000,3,2.5,1740,Redwood City,94065,64,Townhouse,1977,Redwood Shores,1740,14166,1848336,1091,2,380,Unknown
1645,"2602 Washington Ave,REDWOOD CITY, CA 94061",2795000,2,3.5,3300,Redwood City,94061,65,Single Family Home,1953,REDWOOD CITY,7055,20301,2795306,847,2,0,Traditional
1646,"2800 Devonshire Ave,REDWOOD CITY, CA 94063",928000,2,2,1140,Redwood City,94063,66,Duplex,1951,REDWOOD CITY,3600,6740,1469274,814,2,0,Unknown
1647,"2804 Curtis Ave,REDWOOD CITY, CA 94063",1618000,4,4,2080,Redwood City,94063,71,Fourplex,1955,REDWOOD CITY,5000,11752,1577290,778,2,0,Unknown
1648,"1058 Whipple Ave,REDWOOD CITY, CA 94062",1280000,2,2.5,1490,Redwood City,94062,73,Condo,1977,REDWOOD CITY,29160,9597,1240226,859,2,300,Contemporary
1649,"245 Heacox Rd,WOODSIDE, CA 94062",4890000,5,4.5,8150,Redwood City,94062,80,Single Family Home,1995,WOODSIDE,126324,35518,4678337,600,2,0,Unknown
1650,"14732 Skyline Blvd,WOODSIDE, CA 94062",2240000,5,3.5,3180,Redwood City,94062,83,Single Family Home,1991,WOODSIDE,57063,16270,2297733,704,2,0,Custom
1651,"644 Macarthur Ave,REDWOOD CITY, CA 94063",1150000,2,1,740,Redwood City,94063,85,Single Family Home,1949,REDWOOD CITY,2500,8353,1469274,1554,2,0,"Custom, Modern/High Tech"
1652,"100 De Carli Ct,REDWOOD CITY, CA 94062",3888883,4,3.5,3830,Redwood City,94062,86,Single Family Home,2001,REDWOOD CITY,16988,28247,3739706,1015,2,0,Spanish
1653,"16501 Skyline Blvd,WOODSIDE, CA 94062",3488888,5,4,4760,Redwood City,94062,90,Single Family Home,1990,WOODSIDE,242193,25341,3401776,733,3,0,Unknown
1654,"1124 5th Ave,Redwood City, CA 94063",1800000,4,3,1830,Redwood City,94063,101,Single Family Residential,1936,Redwood City,6018,13074,1780524,984,2,0,"Contemporary, Spanish"
1655,"165 Arch St,REDWOOD CITY, CA 94062",2300000,4,0.5,1580,Redwood City,94062,106,Single Family Home,1922,REDWOOD CITY,9750,16706,2267419,1456,2,0,Bungalow
1656,"255 Allen Rd,WOODSIDE, CA 94062",2393000,4,3,2760,Redwood City,94062,114,Single Family Home,1986,WOODSIDE,287931,17381,2380194,867,3,0,Unknown
1657,"1261 Dewey St,REDWOOD CITY, CA 94061",2798000,5,4,3714,Redwood City,94061,116,Single Family Home,1951,REDWOOD CITY,8400,20323,2685698,753,2,0,Traditional
1658,"3241 Hoover St,REDWOOD CITY, CA 94063",2150000,3,2.5,1792,Redwood City,94063,120,Single Family Home,1936,REDWOOD CITY,6000,15616,2185451,1200,2,0,Unknown
1659,"16351 Skyline Blvd,WOODSIDE, CA 94062",14995000,6,7,14270,Redwood City,94062,121,Single Family Home,1994,WOODSIDE,774932,108915,14314400,1051,2,0,Tudor
1660,"490 Las Pulgas Dr,WOODSIDE, CA 94062",14900000,4,7,10504,Redwood City,94062,125,Single Family Home,2014,WOODSIDE,231739,108225,13575742,1419,2,0,English
1661,"445 2nd Ave,REDWOOD CITY, CA 94063",948000,4,1,1490,Redwood City,94063,150,Single Family Home,1935,REDWOOD CITY,4000,6886,953124,636,2,0,Craftsman
1662,"417 Harrison Ave,REDWOOD CITY, CA 94062",8200000,20,15,15958,Redwood City,94062,152,5+ Units,1961,REDWOOD CITY,10400,59560,1469274,514,2,0,Unknown
1663,"545 Live Oak Ln,REDWOOD CITY, CA 94062",2748000,4,4.5,3820,Redwood City,94062,173,Single Family Home,1990,REDWOOD CITY,93218,19960,2848058,719,2,0,"Contemporary, Modern/High Tech"
1664,"242 Madison Ave,REDWOOD CITY, CA 94061",1798000,3,2,1280,Redwood City,94061,181,Single Family Home,1906,REDWOOD CITY,6600,13060,1711499,1405,2,0,Victorian
1665,"201 4th Ave,REDWOOD CITY, CA 94063",6600000,20,20,14011,Redwood City,94063,185,5+ Units,1963,REDWOOD CITY,13068,47939,1469274,471,2,0,Unknown
1666,"924 Woodside Rd,REDWOOD CITY, CA 94061",1950000,3,3,2015,Redwood City,94061,211,Townhouse,2023,REDWOOD CITY,13503,14724,1928318,968,2,560,Unknown
1667,"757 Warrington Ave,REDWOOD CITY, CA 94063",1649000,4,4,2080,Redwood City,94063,250,Fourplex,1949,REDWOOD CITY,4928,11977,1585126,793,2,0,Unknown
1668,"354 1st Ave,REDWOOD CITY, CA 94063",1990000,7,5,4155,Redwood City,94063,256,5+ Units,1954,REDWOOD CITY,7840,14454,1469274,479,2,0,Unknown
1669,"1 Reids Roost Rd,WOODSIDE, CA 94062",3999000,4,5.5,10003,Redwood City,94062,809,Single Family Home,2005,WOODSIDE,219106,29046,4620815,400,4,0,Mediterranean
1670,"206 Sequoia Ave,REDWOOD CITY, CA 94061",0,3,2,1050,Redwood City,94061,0,Single Family Home,1978,REDWOOD CITY,19602,11351,1469274,1619,2,0,Unknown
1671,"5 W Bellevue Ave #6,SAN MATEO, CA 94402",995000,2,2.5,1101,San Mateo,94402,1,Condo,1981,SAN MATEO,29160,7812,995626,904,2,585,Contemporary
1672,"201 W Poplar Ave,SAN MATEO, CA 94402",9250000,6,6.5,5855,San Mateo,94402,1,Single Family Home,2021,SAN MATEO,14810,67187,9251250,1580,2,0,Contemporary
1673,"940 Maple St,SAN MATEO, CA 94402",1998000,3,2,1720,San Mateo,94402,1,Single Family Home,1935,SAN MATEO,6600,14512,2028294,1162,2,0,"Ranch, Spanish"
1674,"1783 Lexington Ave,SAN MATEO, CA 94402",2599000,4,2,1750,San Mateo,94402,1,Single Family Home,1956,SAN MATEO,7500,18878,2602343,1485,2,0,Eichler
1675,"401 Emerald Bay Ln,FOSTER CITY, CA 94404",1298000,2,2.5,1470,San Mateo,94404,1,Townhouse,1991,FOSTER CITY,179902,9746,1297259,883,2,318,Unknown
1676,"4106 George Ave #1,SAN MATEO, CA 94403",639000,1,1,812,San Mateo,94403,2,Condo,1965,SAN MATEO,29160,5161,638781,787,2,520,Unknown
1677,"1028 Bermuda Dr,SAN MATEO, CA 94403",2588000,5,4,2820,San Mateo,94403,2,Single Family Home,1954,SAN MATEO,5000,18828,2581114,918,2,30,Unknown
1678,"184 W Poplar Ave,SAN MATEO, CA 94402",5000000,4,3,3570,San Mateo,94402,2,Single Family Home,1912,SAN MATEO,25700,36317,5008945,1401,2,0,Unknown
1679,"470 Fairfax Ave,SAN MATEO, CA 94402",2799000,5,3,2760,San Mateo,94402,2,Single Family Home,1931,SAN MATEO,6955,20330,2804853,1014,2,0,Tudor
1680,"402 Heather Ln,SAN MATEO, CA 94403",2200000,4,3,2460,San Mateo,94403,3,Single Family Home,1948,SAN MATEO,10000,15980,2197243,894,2,0,Unknown
1681,"2305 Armada Way,SAN MATEO, CA 94404",1098000,2,2.5,1200,San Mateo,94404,3,Townhouse,1979,SAN MATEO,67518,8735,1120815,915,2,760,Unknown
1682,"517 N Idaho St,SAN MATEO, CA 94401",1098000,2,1,1150,San Mateo,94401,3,Single Family Home,1945,SAN MATEO,7250,7975,1102759,955,2,0,Bungalow
1683,"3601 Martin Dr,SAN MATEO, CA 94403",1250000,3,1,1140,San Mateo,94403,3,Single Family Home,1949,SAN MATEO,5000,9079,1255893,1096,2,0,Unknown
1684,"234 N Grant St,SAN MATEO, CA 94401",1698000,3,2,1750,San Mateo,94401,3,Single Family Home,1939,SAN MATEO,6450,12333,1704062,970,2,0,Unknown
1685,"10 Crystal Springs Rd #1205,SAN MATEO, CA 94402",1800000,2,2,1732,San Mateo,94402,4,Condo,2008,SAN MATEO,29160,17892,1790276,1039,2,4818,"French, Traditional"
1686,"1548 Cypress Ave,BURLINGAME, CA 94010",3200000,2,1,2647,San Mateo,94010,4,Single Family Home,1927,BURLINGAME,4860,23243,3198114,1209,2,0,Bungalow
1687,"2345 Elliott St,SAN MATEO, CA 94403",1300000,3,2,1060,San Mateo,94403,4,Single Family Home,1956,SAN MATEO,5100,9442,1469274,1226,2,0,Unknown
1688,"711 S Bayshore Blvd #16,SAN MATEO, CA 94401",629000,2,1,750,San Mateo,94401,5,Condo,1984,SAN MATEO,26571,5152,641606,839,2,583,Unknown
1689,"414 W Hillsdale Blvd,SAN MATEO, CA 94403",2589000,4,4,2470,San Mateo,94403,6,Single Family Home,1949,SAN MATEO,7590,18805,2597819,1048,2,0,Unknown
1690,"1581 Lodi Ave,San Mateo, CA 94401",1595000,5,4,2420,San Mateo,94401,8,Single Family Residential,1954,SHOREVIEW,5959,11585,1689253,659,2,0,Traditional
1691,"4214 George Ave #2,San Mateo, CA 94403",799888,2,2,1040,San Mateo,94403,8,Condo,1965,LAURIEDALE,1079,6330,828570,769,2,520,Contemporary
1692,"3909 Dalehurst Ct,SAN MATEO, CA 94403",1999999,3,2,1830,San Mateo,94403,8,Single Family Home,1961,SAN MATEO,15245,14527,2060932,1093,2,0,Unknown
1693,"919 Shoreline Dr,SAN MATEO, CA 94404",1350000,2,2,1230,San Mateo,94404,8,Condo,1979,SAN MATEO,71438,10541,1349411,1098,2,735,Cape Cod
1694,"222 8th Ave #104,San Mateo, CA 94401",1198888,2,2,1287,San Mateo,94401,8,Condo,2006,San Mateo,51836,9378,1216519,932,2,670,Unknown
1695,"3600 Fernwood St,SAN MATEO, CA 94403",2498000,4,3,1836,San Mateo,94403,8,Single Family Home,1955,SAN MATEO,5900,18144,2527152,1361,2,0,Unknown
1696,"35 28th Ave #101,SAN MATEO, CA 94403",900000,2,2,1176,San Mateo,94403,9,Condo,1974,SAN MATEO,29160,7147,907251,765,2,610,Unknown
1697,"1296 Laurel Hill Dr,SAN MATEO, CA 94402",2965000,4,2.5,3040,San Mateo,94402,9,Single Family Home,1964,SAN MATEO,9700,21536,1469274,975,2,0,Unknown
1698,"4195 George Ave #1,SAN MATEO, CA 94403",675000,1,1,840,San Mateo,94403,9,Condo,1965,SAN MATEO,29160,5423,679133,804,2,520,Unknown
1699,"1017 Shoreline Dr,SAN MATEO, CA 94404",1388000,3,2,1580,San Mateo,94404,9,Condo,1979,SAN MATEO,29160,10817,1408891,878,2,735,Unknown
1700,"33 Highland Ave,BURLINGAME, CA 94010",2999000,4,2.5,2704,San Mateo,94010,9,Single Family Home,2021,BURLINGAME,5000,21783,3008310,1109,2,0,Unknown
1701,"688 Mariners Island Blvd #216,SAN MATEO, CA 94404",649000,1,1,702,San Mateo,94404,9,Condo,1968,SAN MATEO,29160,5118,647927,925,2,404,Unknown
1702,"2425 S Norfolk St #106,SAN MATEO, CA 94403",597000,1,1,690,San Mateo,94403,9,Condo,1988,SAN MATEO,29160,4935,603916,865,2,599,Unknown
1703,"2210 Alameda De Las Pulgas,SAN MATEO, CA 94403",1895000,3,2,1860,San Mateo,94403,10,Single Family Home,1949,SAN MATEO,5330,13764,1893327,1019,2,0,Traditional
1704,"904 Peninsula Ave #310,SAN MATEO, CA 94401",600000,1,1,693,San Mateo,94401,10,Condo,1965,SAN MATEO,29160,4911,599153,866,2,553,Traditional
1705,"3635 Hillcrest Dr,BELMONT, CA 94002",1998000,3,2,1890,San Mateo,94002,11,Single Family Home,1960,BELMONT,7112,14512,2190303,1057,2,0,"Contemporary, Ranch"
1706,"1518 Cypress Ave,SAN MATEO, CA 94401",1388000,4,2,970,San Mateo,94401,11,Single Family Home,1944,SAN MATEO,5000,10082,1385769,1431,2,0,Unknown
1707,"10 Crystal Springs Rd #1503,SAN MATEO, CA 94402",1980000,2,3,1698,San Mateo,94402,13,Condo,2008,SAN MATEO,29160,19115,1937210,1166,2,4733,Traditional
1708,"803 N Humboldt St #212,San Mateo, CA 94401",629000,1,1,693,San Mateo,94401,14,Condo,1965,WOODLAKE,658,5093,627447,908,2,524,Unknown
1709,"803-805 N Delaware St,SAN MATEO, CA 94401",1599999,4,2,2060,San Mateo,94401,14,Single Family Home,1946,SAN MATEO,6500,11621,1599130,777,2,0,Unknown
